favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
121,Twitter Web Client,"Money talks and bullshit walks, https://t.co/PDFvfDA0zd - don't you have a little sumpn sumpn for me over here, send Sater my way WTF",,False,Sun Feb 26 00:54:36 +0000 2017,26,835654260595490817
57,Twitter Web Client,"Right??

so 

flattering

https://t.co/RJoymFewMD https://t.co/AGe3DT0F7d",,False,Sun Feb 26 00:56:21 +0000 2017,6,835654701244907524
58,Twitter Web Client,"well John leads the program, but I go second. IN YOUR FACE @RobbyMook !

cc @20committee LOL… https://t.co/PQywUJr56Y",,False,Sun Feb 26 00:57:41 +0000 2017,9,835655038106275840
37,Twitter Web Client,Exqueeze me that is the finest young spies that Russia has to offer https://t.co/RJoymFewMD https://t.co/DYnUyxDdwi,,False,Sun Feb 26 00:59:26 +0000 2017,8,835655478914973697
28,Twitter Web Client,"define ""followers""

:) https://t.co/o5GW2elRLI",,False,Sun Feb 26 00:59:56 +0000 2017,4,835655603057983488
113,Twitter for iPhone,I would go on RT if I could wear an @th3j35t3r t shirt the whole time,,False,Sun Feb 26 01:06:00 +0000 2017,15,835657129319088129
104,Twitter for iPhone,I want a dress like that shitty Trump dress but in the back it will leave the T off and in the front it will have @th3j35t3r logo,,False,Sun Feb 26 01:10:03 +0000 2017,9,835658148388155392
116,Twitter for iPhone,"Right? Step off, bitch https://t.co/KgaoeJgtrl",,False,Sun Feb 26 01:13:18 +0000 2017,12,835658970421407748
34,Twitter for iPhone,@vanityman @20committee has to be a deep hot tub. We ain't playin,vanityman,False,Sun Feb 26 01:16:04 +0000 2017,3,835659665635688448
122,Twitter for iPhone,Me https://t.co/wX4CwHTiEv,,False,Sun Feb 26 01:16:17 +0000 2017,6,835659720979591168
66,Twitter for iPhone,Things must be bad if @putinrf has deigned to take notice of a woman https://t.co/5LbZfOKE4u,,False,Sun Feb 26 01:32:00 +0000 2017,20,835663675281256448
5,Twitter for iPhone,@bleatstreet @vanityman @20committee we'll allow it,bleatstreet,False,Sun Feb 26 01:32:40 +0000 2017,0,835663842193653764
1,Twitter for iPhone,@TweetsByARob @Kevin_Ashton @RobbyMook @20committee Link pls,TweetsByARob,False,Sun Feb 26 01:35:58 +0000 2017,0,835664671684374528
25,Twitter for iPhone,Aspirin 2x 325 mg and call me in the morning https://t.co/IwFXcO0ren,,False,Sun Feb 26 01:37:28 +0000 2017,2,835665049335234560
89,Twitter for iPhone,"You're not only a rancid misogynist, you're a partisan embarrassment on top https://t.co/O24UAmHZOr",,False,Sun Feb 26 01:38:41 +0000 2017,34,835665355351736322
492,Twitter for iPhone,Endorse so much please @AlecBaldwin https://t.co/0A4TdC9SHe,,False,Sun Feb 26 01:41:08 +0000 2017,234,835665971025166336
22,Twitter for iPhone,"Can find it under same tags as ""sockpuppet"" https://t.co/7swIRtPXYB",,False,Sun Feb 26 01:42:27 +0000 2017,6,835666304937885696
490,Twitter for iPhone,"Pompeo has to go 

I know what MI6 gave @CIA. It's also in the intelligence report. Pompeo cannot deny it in an hon… https://t.co/9ttJKGUetx",,False,Sun Feb 26 01:59:59 +0000 2017,322,835670717073145861
39,Twitter for iPhone,@cassandrarules is this a photo of you thank you https://t.co/cqP8SU7JuV,CassandraRules,False,Sun Feb 26 02:40:48 +0000 2017,10,835680990043439104
316,Twitter for iPhone,Yes https://t.co/4MFca3Gpk8,,False,Sun Feb 26 02:47:37 +0000 2017,131,835682702066089984
39,Twitter for iPhone,LOLOL https://t.co/p2h19aGO4Z,,False,Sun Feb 26 03:11:09 +0000 2017,7,835688624867913735
232,Twitter for iPhone,Yes sir. Thank you sir. Roger that. #FVEY https://t.co/EBnWZuv1oO,,False,Sun Feb 26 03:13:13 +0000 2017,56,835689147083935744
206,Twitter for iPhone,Why did he fail https://t.co/dwVIkyCG9Y,,False,Sun Feb 26 03:41:27 +0000 2017,97,835696253136666624
782,Twitter for iPhone,Find classified information and give it to media that could have a devastating effect on you. Will do. No problem https://t.co/EBnWZuv1oO,,False,Sun Feb 26 12:36:59 +0000 2017,270,835831023996923905
2,Twitter for iPhone,@davidberens who,davidberens,False,Sun Feb 26 14:41:18 +0000 2017,1,835862306349273088
85,Twitter for iPhone,You guys know who is an idiot? Michael Anton,,False,Sun Feb 26 14:42:57 +0000 2017,26,835862722671673344
43,Twitter for iPhone,He didn't call himself Publius for any of the reasons people say. He used the name because it was an award he won,,False,Sun Feb 26 14:43:44 +0000 2017,14,835862919728496641
70,Twitter for iPhone,He's obsessed with pseudonyms like Plutarchus and Apollo and he leaves breadcrumbs everywhere he goes,,False,Sun Feb 26 14:45:00 +0000 2017,18,835863241293193216
43,Twitter for iPhone,Mostly because just like hackers Anton needs you to think he's clever,,False,Sun Feb 26 14:46:12 +0000 2017,10,835863542410641408
17,Twitter for iPhone,"Living the dream, @holland_tom https://t.co/JHJRFPVWFV",,False,Sun Feb 26 14:46:49 +0000 2017,4,835863694785593345
25,Twitter for iPhone,"Why Michael Anton called himself Publius

#pseudscorner https://t.co/hTjIzPDKot",,False,Sun Feb 26 14:51:02 +0000 2017,13,835864757580230657
49,Twitter for iPhone,Better photo of why Michael Pseuds Corner Anton called himself Publius #tool #carolinaconspiracy https://t.co/AA6uHNCAYG,,False,Sun Feb 26 14:53:43 +0000 2017,23,835865433962135553
79,Twitter for iPhone,Hi Michael Anton hi @stephenkbannon https://t.co/GUjceSXkEx,,False,Sun Feb 26 15:02:45 +0000 2017,41,835867705056059392
31,Twitter for iPhone,Apollo speaks? Well stfu because Artemis is speaking https://t.co/CJrZeOHuv3,,False,Sun Feb 26 15:04:15 +0000 2017,12,835868084711866368
118,Twitter for iPhone,So Mr. Anton how many people are familiar with JD Salinger novellas of vanishing obscurity would you say?,,False,Sun Feb 26 15:07:37 +0000 2017,31,835868932892422145
76,Twitter for iPhone,Fun game! Try to find Breitbart Publis section original writings on Anthony Weiner featuring Dan Woolfe!,,False,Sun Feb 26 15:08:43 +0000 2017,37,835869206134546433
63,Twitter for iPhone,Anton writes like a moron who thinks complexity is intelligence. He'd have got a rocket at Oxford for turning in ju… https://t.co/SloRgGeUAD,,False,Sun Feb 26 15:10:10 +0000 2017,12,835869572527960064
8,Twitter for iPhone,@dylangrogers not by 15 year old girls though,dylangrogers,False,Sun Feb 26 15:21:42 +0000 2017,3,835872474151669760
110,Twitter for iPhone,"Learning all sorts of fun new terms like ""persona management""",,False,Sun Feb 26 15:54:51 +0000 2017,21,835880816370679808
72,Twitter Web Client,.@akula_51 fuck off Vlad,akula_51,False,Sun Feb 26 17:40:12 +0000 2017,6,835907328486567937
1040,Twitter Web Client,Planes And Trips to Moscow and Darkest Wyoming https://t.co/3cH6UuHQq4,,False,Sun Feb 26 18:16:57 +0000 2017,890,835916577266679810
97,Twitter Web Client,Is this significant? No idea. But one plane in this fleet made some very interesting journeys https://t.co/3cH6UuHQq4,,False,Sun Feb 26 18:17:27 +0000 2017,65,835916703376760833
428,Twitter Web Client,Detroit to Halifax. Halifax to Lyon. Florence to Moscow. Moscow to Wyoming. https://t.co/3cH6UuHQq4,,False,Sun Feb 26 18:18:07 +0000 2017,287,835916871140532224
964,Twitter Web Client,My new piece explores the gaps in @MichaelCohen212's twitter; and the plane that made this journey… https://t.co/AkTZuSZaeF,,False,Sun Feb 26 18:19:48 +0000 2017,789,835917294220029953
178,Twitter Web Client,Warning in advance; has a lot of boring stuff about S-Code numbers. If you want just jump to the screeenshots… https://t.co/L9zjUu4Ie4,,False,Sun Feb 26 18:21:41 +0000 2017,120,835917770449694722
77,Twitter Web Client,"I will add to this piece later today, in the addendum, some more screenshots in oddities in the plane regulations https://t.co/3cH6UuHQq4",,False,Sun Feb 26 18:22:28 +0000 2017,49,835917966189412353
48,Twitter Web Client,"But for now, got to go play board games w kids. https://t.co/3cH6UuHQq4 https://t.co/XdVncwNWXy",,False,Sun Feb 26 18:22:58 +0000 2017,24,835918091305484288
3,Twitter Web Client,"@scorchedhottub @stephenkbannon If you read the piece, it will tell you",scorchedhottub,False,Sun Feb 26 18:23:26 +0000 2017,0,835918210289577988
20,Twitter Web Client,"Not ""regulations"". Registrations. #Fail https://t.co/3cH6UuHQq4 https://t.co/nDVEZJyKBu",,False,Sun Feb 26 18:23:54 +0000 2017,20,835918327973302277
48,Twitter Web Client,All I have done is list the apparently odd gaps in plane registration and demonstrate some flights… https://t.co/HI6TZydji9,,False,Sun Feb 26 18:25:21 +0000 2017,27,835918691904671744
37,Twitter Web Client,"It requires those with much more expertise in aviation than I have to explain shared transponders, odd gaps, etc.… https://t.co/45VEeHmJi9",,False,Sun Feb 26 18:26:02 +0000 2017,26,835918862545727490
122,Twitter Web Client,"Mr. Cohen never did answer my question if, given his apparently faulty memory on travel, he flew to Bahamas. https://t.co/3cH6UuHQq4",,False,Sun Feb 26 18:26:40 +0000 2017,68,835919023850274817
66,Twitter Web Client,In this piece readers will see why I asked the question. #instagram https://t.co/3cH6UuHQq4 https://t.co/9SXjUjXIQV,,False,Sun Feb 26 18:27:24 +0000 2017,41,835919206289899521
7,Twitter Web Client,@KassyDillon hell no,KassyDillon,False,Sun Feb 26 18:29:49 +0000 2017,0,835919814782775296
36,Twitter Web Client,"doesn't have to be Prague. Dossier says source unclear on exact loc

https://t.co/3cH6UuHQq4 https://t.co/CbL9YERzug",,False,Sun Feb 26 18:35:24 +0000 2017,29,835921220138827777
270,Twitter Web Client,That is the allegation made in the Steele dossier. Cohen directly interacts with and RTs Russians on the botnet… https://t.co/zh84ZeQTfk,,False,Sun Feb 26 18:40:45 +0000 2017,240,835922568955703297
2,Twitter Web Client,@WZRichard @wordpressdotcom theirs,WZRichard,False,Sun Feb 26 18:44:20 +0000 2017,2,835923467811835904
11,Twitter Web Client,@pppioe @wordpressdotcom nope https://t.co/hmj5FcodZh,pppioe,False,Sun Feb 26 18:45:07 +0000 2017,7,835923668488290308
322,Twitter Web Client,"Tomorrow, or later tonight, i shall report further on the Carolina Conspiracy. Nikulin is in this too. Caught Prague https://t.co/3cH6UuHQq4",,False,Sun Feb 26 18:46:55 +0000 2017,175,835924121586446336
2390,Twitter Web Client,Russian hacker #Nikulin was indeed picked up in Prague on charges of hacking Anthony Weiner. #CarolinaConspiracy https://t.co/3cH6UuHQq4,,False,Sun Feb 26 18:48:24 +0000 2017,2278,835924492413198339
3,Twitter Web Client,@Matthew_Shadle it was deleted I think; might have been reinstated,Matthew_Shadle,False,Sun Feb 26 18:49:30 +0000 2017,0,835924767903481856
469,Twitter Web Client,"Hi Donald. Have anybody fly to Moscow and Wyoming on your behalf at all?

https://t.co/3cH6UuHQq4 https://t.co/Uy26bMpZCv",,False,Sun Feb 26 18:57:36 +0000 2017,289,835926809610944512
126,Twitter Web Client,"I did?

Wow.
I'm more awesome than I thought, and that was pretty awesome in the first place… https://t.co/0aHqxrhvfh",,False,Sun Feb 26 18:59:23 +0000 2017,23,835927257290063873
1,Twitter Web Client,@JohnHeaner no,JohnHeaner,False,Sun Feb 26 19:00:50 +0000 2017,0,835927621846302720
45,Twitter Web Client,.@realdanlyons @caro  it would be most flattering if @DanScavino @parscale or whoever tweeted that were watching me (wasn't Trump),realdanlyons,False,Sun Feb 26 19:02:06 +0000 2017,13,835927938826711040
269,Twitter Web Client,very lazy dismissal by CNN of the Steele Dossier based on absolutely nothing https://t.co/3cH6UuHQq4 https://t.co/FORAqd3rau,,False,Sun Feb 26 19:02:58 +0000 2017,144,835928157752537088
64,Twitter Web Client,Oh? https://t.co/oN3bVMaH5L,,False,Sun Feb 26 20:57:48 +0000 2017,17,835957057132052482
80,Twitter Web Client,No idea. I report those flights as I found them. Odd transponder stuff. cc @NSAGov @FAANews can see more… https://t.co/7AdiL1yh2P,,False,Sun Feb 26 21:00:47 +0000 2017,36,835957808721981440
643,Twitter Web Client,Yes I have thought this for a long time https://t.co/IrR4BwWcNW,,False,Sun Feb 26 21:24:25 +0000 2017,151,835963753883709440
330,Twitter Web Client,"If you are one of the many patriots who helped me research this AND YOU WANT CREDIT pls DM me, will list https://t.co/3cH6UuHQq4",,False,Sun Feb 26 21:24:56 +0000 2017,153,835963885630943234
128,Twitter Web Client,"Some are happy to be acknowledged some want secrecy, will acknowledge all who prefer that 

https://t.co/3cH6UuHQq4",,False,Sun Feb 26 21:25:25 +0000 2017,62,835964007748075521
191,Twitter Web Client,"Planespotting - now updated with YET ANOTHER invisible plane from the fleet 

https://t.co/3cH6UuHQq4",,False,Sun Feb 26 21:54:08 +0000 2017,105,835971234366173184
500,Twitter Web Client,Thank you to the patriot aviator who wants no credit and just found N789LR https://t.co/3cH6UuHQq4 https://t.co/CgtOrZOiWE,,False,Sun Feb 26 21:58:12 +0000 2017,249,835972258493517825
150,Twitter Web Client,"In addition to the new plane in the EU, at the base of my article, the S-Code vs serial numbers are now listed https://t.co/3cH6UuHQq4",,False,Sun Feb 26 21:58:56 +0000 2017,82,835972444104052737
1,Twitter Web Client,"@StacyResists I believe ConAir, and Leandro Rizzutto. Not sure.",StacyResists,False,Sun Feb 26 22:02:55 +0000 2017,0,835973444894359553
151,Twitter Web Client,"A couple more updates: the flight from Moscow went to San Jose, CA, I am told. And there's this:… https://t.co/bODovK5rzN",,False,Sun Feb 26 22:19:29 +0000 2017,108,835977614573645830
301,Twitter Web Client,"53063316
52545262
50712200 (2 planes)
53372434
51611410
51271263 (3 planes)

S-Code 7 (I'll get my coat)… https://t.co/wPWmNNyrlA",,False,Sun Feb 26 22:22:48 +0000 2017,189,835978448225042432
8,Twitter Web Client,"@GCHQ
You guys are a tough crowd https://t.co/3cH6UuHQq4 https://t.co/Rzv5O15uWI",GCHQ,False,Sun Feb 26 22:24:37 +0000 2017,4,835978906758963200
321,Twitter Web Client,"Might mean nothing,
might mean something
being told one of the Cohen family in Italy approx time of this flight?… https://t.co/qwAe6wv9FE",,False,Sun Feb 26 22:27:36 +0000 2017,191,835979657631707137
748,Twitter Web Client,"Peter asked me why me a couple of months ago and I said 'because I can'. 
I really hate Putin. Doing my bit for the USA and UK.",,False,Sun Feb 26 22:36:55 +0000 2017,136,835982000435646465
157,Twitter Web Client,"they asked Sir Edmund Hillary why he climbed Everest and he gave one of my favourite answers ever: ""Because it was there."". 

:)",,False,Sun Feb 26 22:37:42 +0000 2017,17,835982196204834816
31,Twitter Web Client,Might try this https://t.co/AM8DrWPirq,,False,Sun Feb 26 22:38:14 +0000 2017,6,835982332700069888
108,Twitter Web Client,Is that so? https://t.co/7oegUiHJ7F,,False,Sun Feb 26 22:45:22 +0000 2017,33,835984127593705472
91,Twitter Web Client,"But you repeat yourself :)

https://t.co/3cH6UuHQq4 https://t.co/Z1mH70ZMXm",,False,Sun Feb 26 22:45:57 +0000 2017,33,835984273031188481
107,Twitter Web Client,Bye https://t.co/SHdaWUnGdD,,False,Sun Feb 26 22:49:19 +0000 2017,47,835985120356098048
89,Twitter Web Client,"If you were indeed flying people to meet Russian intelligence, which I don't assert happened here, I doubt your pap… https://t.co/NczNHkcBdK",,False,Sun Feb 26 22:50:25 +0000 2017,34,835985398497165312
3,Twitter Web Client,@ticowrites transponder is the same,ticowrites,False,Sun Feb 26 22:51:21 +0000 2017,0,835985632669417472
5,Twitter Web Client,@vigsouth ty ma'am,vigsouth,False,Sun Feb 26 22:51:30 +0000 2017,1,835985669688344576
15,Twitter Web Client,@chalkeblue thank you,chalkeblue,False,Sun Feb 26 23:00:51 +0000 2017,3,835988022135042051
2,Twitter for iPhone,@DylanJobe @BeauWillimon many thanks Dylan,DylanJobe,False,Sun Feb 26 23:33:44 +0000 2017,1,835996300764131328
50,Twitter for iPhone,@BeauWillimon thank you sir that is most appreciated,BeauWillimon,False,Sun Feb 26 23:34:22 +0000 2017,2,835996458377752576
48,Twitter for iPhone,@BeauWillimon love your work,BeauWillimon,False,Sun Feb 26 23:34:35 +0000 2017,2,835996512995930112
18,Twitter for iPhone,"Eh, words to live by :$ https://t.co/qfBg0shURP",,False,Sun Feb 26 23:35:52 +0000 2017,9,835996838125785089
10,Twitter for iPhone,@michaeldweiss ty very much,michaeldweiss,False,Sun Feb 26 23:38:46 +0000 2017,0,835997564134633472
3,Twitter for iPhone,@limi thank you v much,limi,False,Sun Feb 26 23:40:28 +0000 2017,2,835997992918319104
41,Twitter for iPhone,@michaelianblack thank you Michael,michaelianblack,False,Sun Feb 26 23:41:04 +0000 2017,2,835998144508882944
8,Twitter for iPhone,@caro he ain't writing these,caro,False,Sun Feb 26 23:41:15 +0000 2017,1,835998191912890369
2,Twitter for iPhone,@CheriJacobus no idea,CheriJacobus,False,Sun Feb 26 23:41:27 +0000 2017,1,835998242181632000
6,Twitter for iPhone,@CheriJacobus see updates,CheriJacobus,False,Sun Feb 26 23:41:34 +0000 2017,3,835998270757486596
43,Twitter for iPhone,.@BFalchuk LOL omg perfect,BFalchuk,False,Mon Feb 27 01:15:06 +0000 2017,0,836021807962521600
34,Twitter for iPhone,@PizzaPartyBen unless it's the kremlin or the Russian tea room I'm gonna sulk,PizzaPartyBen,False,Mon Feb 27 01:16:29 +0000 2017,10,836022159084486657
275,Twitter for iPhone,I'm a Republican https://t.co/UzO5A2GUEG,,False,Mon Feb 27 01:33:25 +0000 2017,43,836026418702188544
3,Twitter for iPhone,@raju ty Raju; miss you :(,raju,False,Mon Feb 27 01:33:49 +0000 2017,0,836026518828613632
4,Twitter for iPhone,@raju that was meant to be a smile #fail,raju,False,Mon Feb 27 01:34:03 +0000 2017,0,836026576856838144
74,Twitter for iPhone,"@vince_mincolla @twoosheds no, I just hope @gchq @fbi @nsagov are reading it",vince_mincolla,False,Mon Feb 27 01:34:48 +0000 2017,27,836026768825942017
45,Twitter for iPhone,@places4321 @wordpressdotcom corruption in US atty offices,oscarjunior716,False,Mon Feb 27 01:35:15 +0000 2017,12,836026878301519872
130,Twitter for iPhone,No https://t.co/y4dCfC23do,,False,Mon Feb 27 02:06:13 +0000 2017,32,836034672597602308
4,Twitter for iPhone,@AndrewsSuzanna my story looks at August,AndrewsSuzanna,False,Mon Feb 27 02:06:39 +0000 2017,1,836034780340883456
34,Twitter for iPhone,Oh really https://t.co/zyW6kW1RWG,,False,Mon Feb 27 02:07:53 +0000 2017,8,836035094351593473
4,Twitter for iPhone,@RightinTexas thank you sir,RightinTexas,False,Mon Feb 27 02:11:27 +0000 2017,0,836035989667737600
4,Twitter for iPhone,@JohnPollock @wordpressdotcom LOL LOL best compliment ever TY https://t.co/RabLwAyj1h,JohnPollock,False,Mon Feb 27 02:26:37 +0000 2017,1,836039807679754240
281,Twitter for iPhone,Am told this is a very odd flight pattern indeed for a G5. Cc @NSAGov @20committee @th3j35t3r @gchq @fbi @FAANews https://t.co/RQyCfHC26M,,False,Mon Feb 27 02:54:21 +0000 2017,151,836046787890790400
1,Twitter for iPhone,@anconl16 @NSAGov @20committee @th3j35t3r @GCHQ @FBI @FAANews the one at the top of the post in the update,anconl16,False,Mon Feb 27 03:35:32 +0000 2017,1,836057151915372545
16,Twitter for iPhone,@michaelianblack lol,michaelianblack,False,Mon Feb 27 03:40:25 +0000 2017,1,836058378141065217
9,Twitter for iPhone,@TomArnold love you !! Hope to meet you one day w @Schwarzenegger @ketch,TomArnold,False,Mon Feb 27 03:41:00 +0000 2017,2,836058527051440128
58,Twitter for iPhone,.@ememess but if the other Michael M Smith was there how could you ALSO have been there? @cnn https://t.co/A3sfwoTApc,ememess,False,Mon Feb 27 03:42:54 +0000 2017,15,836059002807193601
3,Twitter for iPhone,"@BFalchuk yes sir, thank you",BFalchuk,False,Mon Feb 27 03:43:40 +0000 2017,1,836059196021964801
68,Twitter for iPhone,@20committee @KurtSchlichter there was a FISA warrant on oct 30. All legal,20committee,False,Mon Feb 27 03:59:47 +0000 2017,11,836063254472425472
31,Twitter for iPhone,Oh sure https://t.co/uEzkC58C40,,False,Mon Feb 27 10:44:23 +0000 2017,13,836165075819982848
116,Twitter for iPhone,Got it in one https://t.co/cOQTIq4zdB,,False,Mon Feb 27 10:47:29 +0000 2017,77,836165853062311937
2,Twitter for iPhone,@ChrisSFergie point her my way,ChrisSFergie,False,Mon Feb 27 10:56:16 +0000 2017,1,836168065062735872
10,Twitter for iPhone,"@20committee @KurtSchlichter I meant oct 15, sorry",LouiseMensch,False,Mon Feb 27 10:56:55 +0000 2017,4,836168227369660416
17,Twitter for iPhone,"No, August pre those dates :) https://t.co/ICrR7hh5uN",,False,Mon Feb 27 10:57:49 +0000 2017,9,836168453497171969
39,Twitter for iPhone,@mbspinks thank you,mbspinks,False,Mon Feb 27 10:59:34 +0000 2017,4,836168893777465344
1,Twitter for iPhone,@thaetan maybe,thaetan,False,Mon Feb 27 11:00:26 +0000 2017,1,836169112330059777
22,Twitter for iPhone,Oh? Haven't checked this btw https://t.co/piOo2zHOvT,,False,Mon Feb 27 11:04:15 +0000 2017,1,836170075073884160
9,Twitter for iPhone,@TheRealRobN I heard he took a burner no idea if true,TheRealRobN,False,Mon Feb 27 11:04:47 +0000 2017,2,836170208901541888
17,Twitter for iPhone,"No it says plane went on to San Jose. Transponder lost over WY, picks up later https://t.co/LSRrpydxs1",,False,Mon Feb 27 11:07:18 +0000 2017,9,836170839515099136
3,Twitter for iPhone,@AndrewsSuzanna maybe but I assume passport would have avoided stamps,AndrewsSuzanna,False,Mon Feb 27 11:10:01 +0000 2017,2,836171526323994624
31,Twitter for iPhone,I left this bit out as it was already too boring but tracking likely owner fleet was a week or so's research yes https://t.co/vbEr6Dk3Gi,,False,Mon Feb 27 11:11:45 +0000 2017,14,836171962334474240
19,Twitter for iPhone,Right https://t.co/Pn1Vg5UBmy,,False,Mon Feb 27 11:13:00 +0000 2017,4,836172275867140096
28,Twitter for iPhone,Oh? https://t.co/oPv6qUgae2,,False,Mon Feb 27 11:13:33 +0000 2017,9,836172413440258049
3,Twitter for iPhone,@giovanelo74 one can move from plane stops to other locations not using planes I heard,giovanelo74,False,Mon Feb 27 11:15:36 +0000 2017,1,836172929633304577
3,Twitter for iPhone,@BazingaJournal @NSAGov @20committee @th3j35t3r @GCHQ @FBI it's the EWR travel on the 21st that looks odd,BazingaJournal,False,Mon Feb 27 11:16:17 +0000 2017,1,836173103344599040
49,Twitter for iPhone,Need to change Morse S to mode S I get tired when updating at night ( will do later) https://t.co/3cH6UuHQq4,,False,Mon Feb 27 11:22:33 +0000 2017,26,836174678351835136
12,Twitter for iPhone,There are you can easily pull yourself. Will include more screenshots later https://t.co/cUTWwM6gz4,,False,Mon Feb 27 12:31:29 +0000 2017,4,836192027725410304
2,Twitter for iPhone,@dog_in_clouds @tlamb775 wrong see screenshots,dog_in_clouds,False,Mon Feb 27 12:34:32 +0000 2017,0,836192792351289344
1,Twitter for iPhone,@ticowrites nope. N795BA was registered aug 3 to beauty central see screenshots,ticowrites,False,Mon Feb 27 12:35:37 +0000 2017,4,836193068491673601
3,Twitter for iPhone,@PaulHanley12 @CommanderGa but it was,PaulHanley12,False,Mon Feb 27 12:37:08 +0000 2017,0,836193450127060992
4,Twitter for iPhone,@JesseCrosse new G5 became N795BA with yet another transponder,JesseCrosse,False,Mon Feb 27 12:38:38 +0000 2017,2,836193825131474945
0,Twitter for iPhone,@JesseCrosse in this case it did not,JesseCrosse,False,Mon Feb 27 12:52:18 +0000 2017,0,836197265412849665
321,Twitter for iPhone,Why it matters https://t.co/e7iAXSIvli,,False,Mon Feb 27 12:53:53 +0000 2017,127,836197665390084096
51,Twitter for iPhone,Specifically the timing of the EWR trips on the 21st is weird for a G5 https://t.co/yNcO6v0Twt,,False,Mon Feb 27 12:57:54 +0000 2017,33,836198675495936000
1,Twitter for iPhone,@Mike_Dillion ty Mike,Mike_Dillion,False,Mon Feb 27 13:13:31 +0000 2017,0,836202602916347904
0,Twitter for iPhone,@anordine dunno not a pilot report what told,anordine,False,Mon Feb 27 13:20:20 +0000 2017,0,836204320630652928
28,Twitter for iPhone,You might well think that. I couldn't possibly comment. @dobbs_michael https://t.co/xETHn47mpU,,False,Mon Feb 27 13:28:50 +0000 2017,1,836206459142746112
35,Twitter for iPhone,Don't agree https://t.co/d3Mfv4TBgf,,False,Mon Feb 27 13:43:19 +0000 2017,12,836210104299110400
103,Twitter for iPhone,Fran you MUST STOP RTing known Russian propaganda sites like Zero Hedge. What on earth are you doing? https://t.co/ML1NLfXEX9,,False,Mon Feb 27 13:44:22 +0000 2017,34,836210368062107649
57,Twitter for iPhone,Zero hedge is like infowars I pray her account has been hacked https://t.co/ML1NLfXEX9,,False,Mon Feb 27 13:44:51 +0000 2017,21,836210491785691136
12,Twitter for iPhone,.@FrMatt2013 I'm afraid @JamesMartinSJ suggested to me on Twitter that Our Lord was capable of sin (cursing fig tree),,False,Mon Feb 27 14:08:29 +0000 2017,3,836216438369157121
2,Twitter for iPhone,"@FrMatt2013 @JamesMartinSJ he is an utter heretic, especially on sexual sin, who enjoys causing grave scandal for Twitter plaudits",LouiseMensch,False,Mon Feb 27 14:10:21 +0000 2017,0,836216908437409792
1,Twitter for iPhone,@FrMatt2013 @JamesMartinSJ only reason he does not become a Protestant in name as well as fact is his views wouldn't cause controversy there,LouiseMensch,False,Mon Feb 27 14:11:28 +0000 2017,0,836217186586873856
4,Twitter for iPhone,@FrMatt2013 @JamesMartinSJ St. John Vianney pray for us that we may obtain a quantity of holy priests! amen,LouiseMensch,False,Mon Feb 27 14:11:50 +0000 2017,0,836217278467309568
79,Twitter for iPhone,She MUST have been hacked. Is tweeting out Kremlin bullshit not once but many times - anybody know her IRL https://t.co/DdF1tjdGJ2,,False,Mon Feb 27 14:19:33 +0000 2017,45,836219221403131904
85,Twitter for iPhone,This is yet another piece of total Russian Kremlin propaganda shared by @FranTownsend whom I assume has been hacked https://t.co/TwOFj8SgWI,,False,Mon Feb 27 14:24:06 +0000 2017,64,836220367815475200
64,Twitter for iPhone,Look at the disgraceful junk that was shared by ostensible natsec expert @FranTownsend who MUST have been hacked… https://t.co/hi4e3bWUGK,,False,Mon Feb 27 14:26:26 +0000 2017,44,836220953692680192
2,Twitter for iPhone,@ucantstop_me what was that?,ucantstop_me,False,Mon Feb 27 15:02:35 +0000 2017,1,836230051637182464
259,Twitter for iPhone,This. Please. Please. Stop. Incredibly unbecoming. One team one fight. Enemy is in the Kremlin. https://t.co/Xw4hA8I2dW,,False,Mon Feb 27 15:04:51 +0000 2017,77,836230623324999681
10,Twitter Web Client,"@ticowrites yes, the FAA database appears to be hacked. See screenshots in piece.",LouiseMensch,False,Mon Feb 27 15:45:48 +0000 2017,11,836240928767520768
25,Twitter Web Client,".@ticowrites as, if you read my piece, you would see: 

https://t.co/3cH6Uuqf1u https://t.co/UTfJ2r9768",ticowrites,False,Mon Feb 27 15:47:36 +0000 2017,16,836241380540203008
228,Twitter Web Client,"Yes, sir Mr. President.

thank you. proud indeed always to have supported you. cc @JebBush https://t.co/YwbkD5IQOW",,False,Mon Feb 27 15:48:46 +0000 2017,74,836241673009020928
177,Twitter Web Client,"Endorse

cc @JebBush https://t.co/qJtcRTkE15",,False,Mon Feb 27 15:49:06 +0000 2017,35,836241757486493696
205,Twitter Web Client,"Yes that's right Laura.

@BarackObama wasn't a traitor working with the Kremlin.
President Bush knows difference be… https://t.co/ZlA56LwIfe",,False,Mon Feb 27 15:49:59 +0000 2017,63,836241981600735233
1,Twitter Web Client,@AgsBee ?,AgsBee,False,Mon Feb 27 15:53:56 +0000 2017,0,836242973331369984
1,Twitter Web Client,@AgsBee link??,AgsBee,False,Mon Feb 27 15:54:07 +0000 2017,1,836243022320812038
231,Twitter Web Client,"Human, what's yours? https://t.co/oZUHJehhoV",,False,Mon Feb 27 15:58:59 +0000 2017,26,836244245488902152
